stagione,data,partita,arbitro,mercato,quota,prob_%,edge_%,stake_€,esito,profitto_€
2025-26,2026-04-26T00:00:00.000,Milan vs Juventus,—,X - Pareggio,3.1,39.3,21.9,13.01,✓ Vinta,27.32
2025-26,2026-05-02T00:00:00.000,Udinese vs Torino,—,Under 2.5 Gol,1.73,67.9,17.4,29.82,✓ Vinta,21.77
2025-26,2026-05-02T00:00:00.000,Como vs Napoli,—,2 - Vittoria Ospite,3.3,43,41.8,22.74,✗ Persa,-22.74
2025-26,2026-05-03T00:00:00.000,Sassuolo vs Milan,—,Over 2.5 Gol,1.73,69,19.4,33.27,✗ Persa,-33.27
2025-26,2026-05-03T00:00:00.000,Inter vs Parma,—,2 - Vittoria Ospite,13,14.5,88.3,9.2,✗ Persa,-9.2
2025-26,2026-05-03T00:00:00.000,Inter vs Parma,—,X - Pareggio,6,26.4,58.1,14.53,✗ Persa,-14.53
2025-26,2026-05-03T00:00:00.000,Inter vs Parma,—,Under 2.5 Gol,2.63,46.4,21.9,16.8,✓ Vinta,27.38
2025-26,2026-05-03T00:00:00.000,Juventus vs Verona,—,X - Pareggio,6.5,28.8,87.5,19.89,✓ Vinta,109.4
2025-26,2026-05-03T00:00:00.000,Juventus vs Verona,—,2 - Vittoria Ospite,12,14,68.1,7.74,✗ Persa,-7.74
2025-26,2026-05-03T00:00:00.000,Juventus vs Verona,—,Under 2.5 Gol,2.2,60.4,32.8,34.16,✓ Vinta,40.99
2025-26,2026-05-04T00:00:00.000,Cremonese vs Lazio,—,2 - Vittoria Ospite,2.5,57.1,42.7,35.55,✓ Vinta,53.32
2025-26,2026-05-04T00:00:00.000,Cremonese vs Lazio,—,Over 2.5 Gol,2.1,60.2,26.4,30.02,✓ Vinta,33.02
2025-26,2026-05-04T00:00:00.000,Roma vs Fiorentina,—,X - Pareggio,4.2,28.6,20.3,7.92,✗ Persa,-7.92
2025-26,2026-05-08T00:00:00.000,Torino vs Sassuolo,—,1 - Vittoria Casa,2.6,49.7,29.3,22.88,✓ Vinta,36.61
2025-26,2026-05-09T00:00:00.000,Lazio vs Inter,—,1 - Vittoria Casa,4.5,26.3,18.4,6.57,✗ Persa,-6.57
2025-26,2026-05-09T00:00:00.000,Lecce vs Juventus,—,X - Pareggio,4.5,31.2,40.5,14.47,✗ Persa,-14.47
2025-26,2026-05-09T00:00:00.000,Lecce vs Juventus,—,Under 2.5 Gol,2.1,64.6,35.6,40.51,✓ Vinta,44.56
2025-26,2026-05-09T00:00:00.000,Lecce vs Juventus,—,1 - Vittoria Casa,6.25,20.7,29.5,7.03,✗ Persa,-7.03
2025-26,2026-05-10T00:00:00.000,Verona vs Como,—,X - Pareggio,4.75,30.3,43.7,14.56,✗ Persa,-14.56
2025-26,2026-05-10T00:00:00.000,Verona vs Como,—,Under 2.5 Gol,1.93,61.9,19.5,26.22,✓ Vinta,24.38
2025-26,2026-05-10T00:00:00.000,Verona vs Como,—,1 - Vittoria Casa,8,23.2,85.9,15.34,✗ Persa,-15.34
2025-26,2026-05-10T00:00:00.000,Parma vs Roma,—,X - Pareggio,4.1,30.4,24.5,9.88,✗ Persa,-9.88
2025-26,2026-05-10T00:00:00.000,Parma vs Roma,—,1 - Vittoria Casa,6.25,21.2,32.4,7.72,✗ Persa,-7.72
2025-26,2026-05-10T00:00:00.000,Milan vs Atalanta,—,2 - Vittoria Ospite,3.5,41.7,46.1,23.03,✓ Vinta,57.58
2025-26,2026-05-11T00:00:00.000,Napoli vs Bologna,—,2 - Vittoria Ospite,6,20.7,24,5.99,✓ Vinta,29.95
2025-26,2026-05-11T00:00:00.000,Napoli vs Bologna,—,X - Pareggio,4.2,28.8,20.9,8.16,✗ Persa,-8.16
2025-26,2026-05-17T00:00:00.000,Juventus vs Fiorentina,—,2 - Vittoria Ospite,8.5,25.7,118,19.67,✓ Vinta,147.53
2025-26,2026-05-17T00:00:00.000,Juventus vs Fiorentina,—,X - Pareggio,5,39.4,97,30.33,✗ Persa,-30.33
2025-26,2026-05-17T00:00:00.000,Juventus vs Fiorentina,—,Under 2.5 Gol,2.3,52.2,20,19.2,✓ Vinta,24.96
2025-26,2026-05-17T00:00:00.000,Como vs Parma,—,2 - Vittoria Ospite,12,24,188,21.36,✗ Persa,-21.36
2025-26,2026-05-17T00:00:00.000,Como vs Parma,—,X - Pareggio,5.25,28.8,51.3,15.09,✗ Persa,-15.09
2025-26,2026-05-17T00:00:00.000,Como vs Parma,—,Under 2.5 Gol,2.2,54.1,18.9,19.7,✓ Vinta,23.64
2025-26,2026-05-17T00:00:00.000,Genoa vs Milan,—,1 - Vittoria Casa,4.5,28,25.9,9.26,✗ Persa,-9.26
2025-26,2026-05-17T00:00:00.000,Roma vs Lazio,—,Under 2.5 Gol,1.93,71.8,38.7,51.95,✓ Vinta,48.31
2025-26,2026-05-17T00:00:00.000,Roma vs Lazio,—,X - Pareggio,4,33.4,33.8,14.08,✗ Persa,-14.08
2025-26,2026-05-17T00:00:00.000,Inter vs Verona,—,X - Pareggio,8,21.9,75.2,13.44,✓ Vinta,94.08
2025-26,2026-05-17T00:00:00.000,Inter vs Verona,—,Under 2.5 Gol,2.63,49.3,29.5,22.66,✓ Vinta,36.94
2025-26,2026-05-24T00:00:00.000,Parma vs Sassuolo,—,1 - Vittoria Casa,2.7,53.1,43.5,31.95,✓ Vinta,54.32
2025-26,2026-05-24T00:00:00.000,Lecce vs Genoa,—,2 - Vittoria Ospite,5,39.8,98.8,30.87,✗ Persa,-30.87
2025-26,2026-05-24T00:00:00.000,Milan vs Cagliari,—,2 - Vittoria Ospite,11,19.7,116.3,14.54,✓ Vinta,145.4
2025-26,2026-05-24T00:00:00.000,Milan vs Cagliari,—,X - Pareggio,5.5,25.8,41.8,11.62,✗ Persa,-11.62
2025-26,2026-05-24T00:00:00.000,Torino vs Juventus,—,Under 2.5 Gol,2.1,83.4,75.1,85.3,✗ Persa,-85.3
2025-26,2026-05-24T00:00:00.000,Torino vs Juventus,—,X - Pareggio,4.5,36.2,62.8,22.43,✓ Vinta,78.5
2025-26,2026-05-24T00:00:00.000,Torino vs Juventus,—,1 - Vittoria Casa,7.5,22.6,69.9,13.43,✗ Persa,-13.43
2025-26,2026-05-24T00:00:00.000,Verona vs Roma,—,X - Pareggio,5.5,27.9,53.3,14.8,✗ Persa,-14.8
2025-26,2026-05-24T00:00:00.000,Verona vs Roma,—,Under 2.5 Gol,2,63.9,27.7,34.67,✓ Vinta,34.67
2025-26,2026-05-24T00:00:00.000,Verona vs Roma,—,1 - Vittoria Casa,10,12.6,26.3,3.65,✗ Persa,-3.65
